NamaBarang,Harga,terjual,Link,DeskripsiBarang
ASUS ROG Flow X16 GV601RM-R736G6T-O - Off Black,35999000,19 terjual,https://www.tokopedia.com/asus/asus-rog-flow-x16-gv601rm-r736g6t-o-off-black?extParam=src%3Dshop%26whid%3D2383689,"ASUS ROG Flow X16 GV601RM-R736G6T-O - Off Black [AMD Ryzen 7 6800HS / NVIDIAGeForceRTX3060 / 16GB / 1TB / 16inch / WIN11 / OHS]

FREE Air Purifier (PUURVSAS)
*Selama persediaan masih ada

Operating System : Windows 11 Home
Office : OfficeHomeandStudent

CPU : AMD Ryzen 7 6800HS Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)
GPU : NVIDIAGeForceRTX3060LaptopGPU
Graphics Memory : 6GB GDDR6
Discrete/Optimus : MUX Switch + Optimus
TGP ROG Boost: 1475MHz* at 125W (1425MHz Boost Clock+50MHz OC, 100W+25W Dynamic Boost)
Display : 16-inch QHD+ 16:10 (2560 x 1600, WQXGA) 165Hz Touch Screen IPS-level 500nits DCI-P3 % : 100% Pantone Validated

Memory : 8GB DDR5-4800 SO-DIMM *2
Max Memory Installed : 64GB
Storage : 1TB PCIe 4.0 NVMe M.2 Performance SSD
M.2 SSD Slots (Including Used) :
1. 2x Performance PCIe*4x4 SSD
2. 512G / 1TB / 2TB

Keyboard Type : Backlit Chiclet Keyboard 1-Zone RGB
Speaker : 4-speaker system with Smart Amplifier Technology

Audio Tech :
AInoise-canceling technology
DolbyAtmos
Hi-Rescertification
SmartAmpTechnology
Support Microsoft Cortana near field/Far field

Wifi : Wi-Fi 6E(802.11ax) (Dual band) 2*2 + Bluetooth 5.2 (*BT version may change with OS upgrades.)

I/O Port :
1x ROG XG Mobile Interface
1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery
1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC
2x USB 3.2 Gen 2 Type-A
1xcardreader(microSD)(UHS-II,312MB/s)

Webcam : 720PHDIRCameraforWindowsHello
Battery : 90WHrs, 4S1P, 4-cell Li-ion
Color : Off Black
Dimension : (W x D x H) 35.5 x 24.3 x 1.94 ~ 2.19 cm
Weight : 2.00 Kg
Warranty : 2 Years Global with 1st year VIP perfect warranty

Bundle :
ROG backpack
Stylus (ASUS Pen SA201-MPP2.0 support)"
ASUS ROG Flow X16 GV601RE-R7R5G6T-O - Off Black,29999000,3 terjual,https://www.tokopedia.com/asus/asus-rog-flow-x16-gv601re-r7r5g6t-o-off-black?extParam=src%3Dshop%26whid%3D2383689,"ASUS ROG Flow X16 GV601RE-R7R5G6T-O - Off Black [AMD Ryzen 7 6800HS / NVIDIAGeForceRTX3050Ti / 16GB / 512GB / 16inch / WIN11 / OHS]

Operating System : Windows 11 Home
Office : OfficeHomeandStudent

CPU : AMD Ryzen 7 6800HS Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)
GPU : NVIDIAGeForceRTX3050TiLaptopGPU
Graphics Memory : 4GB GDDR6
Discrete/Optimus : MUX Switch + Optimus
TGP ROG Boost : 1745MHz* at 125W (1695MHz Boost Clock+50MHz OC, 100W+25W Dynamic Boost)
Display : 16-inch QHD+ 16:10 (2560 x 1600, WQXGA) 165Hz Touch Screen IPS-level 500nits DCI-P3 % : 100% Pantone Validated

Memory : 8GB DDR5-4800 SO-DIMM *2
Max Memory Installed : 64GB
Storage : 512GB PCIe 4.0 NVMe M.2 SSD
M.2 SSD Slots (Including Used) : 1. 2x Value PCIe*4x4 SSD 2. 512G / 1TB

Keyboard Type : Backlit Chiclet Keyboard 1-Zone RGB
Speaker : 4-speaker system with Smart Amplifier Technology

Audio Tech :
AInoise-canceling technology
DolbyAtmos
Hi-Rescertification
SmartAmpTechnology
Support Microsoft Cortana near field/Far field

Wifi : Wi-Fi 6E(802.11ax) (Dual band) 2*2 + Bluetooth 5.2 (*BT version may change with OS upgrades.)

I/O Port :
1x ROG XG Mobile Interface
1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery
1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC
2x USB 3.2 Gen 2 Type-A
1xcardreader(microSD)(UHS-II,312MB/s)

Webcam : 720PHDIRCameraforWindowsHello
Battery : 90WHrs, 4S1P, 4-cell Li-ion
Color : Off Black
Dimension : (W x D x H) 35.5 x 24.3 x 1.94 ~ 2.19 cm
Weight : 2.00 Kg
Warranty : 2 Years Global with 1st year VIP perfect warranty

Bundle :
ROG backpack
Stylus (ASUS Pen SA201-MPP2.0 support)"
ASUS TUF Gaming A15 FA507RC-R735B7G-O - Jaeger Gray,14999000,3 terjual,https://www.tokopedia.com/asus/asus-tuf-gaming-a15-fa507rc-r735b7g-o-jaeger-gray?extParam=src%3Dshop%26whid%3D7377294,"ASUS TUF Gaming A15 FA507RC-R735B7G-O - Jaeger Gray [AMD Ryzen 7 6800H / NVIDIAGeForceRTX3050 / 8GB*2 / 512GB / WIN11 / OHS]

Step Up To The Power of 2nd Generation RTX with GeForce RTX 3050 Laptop Family

GPU : NVIDIAGeForceRTX3050 Laptop GPU
Graphics Memory : 4GB GDDR6
Discrete/Optimus : MUX Switch + Optimus
TGP 1790MHz* at 95W (1740MHz Boost Clock+50MHz OC, 80W+15W Dynamic Boost)

Operating System : Windows 11 Home
Office : Office Home and Student 2021
CPU : AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)

Display : 15.6-inch FHD (1920 x 1080) 16:9 144Hz ValueIPS-level 250nits
NTSC % : -
sRGB % : 62.5%

Memory : 8GB DDR5-4800 SO-DIMM *2
Memory Slots Including Used) : 2x SO-DIMM slots
Max Memory Installed : 32GB
Storage : 512GB M.2 NVMe PCIe 3.0 SSD
M.2 SSD Slots (Including Used) : 2 M.2 PCIe 512GB/1TB

Keyboard Type : Backlit Chiclet Keyboard RGB
Speaker : 2-speaker system
Audio Tech : DolbyAtmos Hi-Rescertification
Wifi : Wi-Fi 6(802.11ax)+Bluetooth 5.2 (Dual band) 2*2
Camera : 720PHD camera
Battery : 56WHrs, 4S1P, 4-cell Li-ion

I/O Port :
1x RJ45 LAN port
1x USB 3.2 Gen 1 Type-C
1x USB 3.2 Gen 1 Type-C support DisplayPort / G-SYNC
2x USB 3.2 Gen 1 Type-A

Warranty : 2 Years Global with 1st year perfect warranty
Bundle : TUF backpack"
ASUS TUF Dash F15 FX517ZC-I535B6T-O - Off Black,12999000,10 terjual,https://www.tokopedia.com/asus/asus-tuf-dash-f15-fx517zc-i535b6t-o-off-black?extParam=src%3Dshop%26whid%3D7377294,"ASUS TUF Dash F15 FX517ZC-I535B6T-O - Off Black [Intel Core i5-12450H / NVIDIA GeForce RTX 3050 / 8GB / 512GB / 15.6inch / WIN11 / OHS]

Processor : 12th Gen Intel Core i5-12450H Processor 2 GHz (12M Cache, up to 4.4 GHz, 8 cores: 4 P-cores and 4 E-cores)
Display : 15.6-inch FHD (1920 x 1080) Value IPS-level, 16:9 144Hz 250nits, 62.5% sRGB
Memory : 8GB DDR5-4800 SO-DIMM, 2x SO-DIMM slots, Support dual channel memory
Storage : 512GB M.2 NVMe PCIe 3.0 SSD
Graphics : NVIDIA GeForce RTX 3050 Laptop GPU 4GB GDDR6, 1550MHz* at 75W (1500MHz Boost Clock+50MHz OC, 60W+15W Dynamic Boost)
Keyboard : Backlit Chiclet Keyboard Single Light
Wireless : Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5.1
Connectivity : 1x RJ45 LAN port, 1x Thunderbolt 4 support DisplayPort, 1x USB 3.2 Gen 2 Type-C support DisplayPort/power delivery/G-SYNC, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 2.0b, 1x 3.5mm Combo Audio Jack
Camera : 720P HD camera
Battery: 76WHrs, 4S1P, 4-cell Li-ion
Operating System : Windows 11 Home+ Office Home and Student 2021
Free : TUF Backpack
Warranty 2 Years Global with 1st year perfect warranty"
ASUS ZenBook Duo 14 INTEL EVO UX482EAR-EVO551 - Celestial Blue,19299000,30+ terjual,https://www.tokopedia.com/asus/asus-zenbook-duo-14-intel-evo-ux482ear-evo551-celestial-blue?extParam=src%3Dshop%26whid%3D2383689,"ASUS ZenBook Duo 14 UX482EAR-EVO551 - Celestial Blue [Intel Core i5-1155G7 / IntelIrisXGraphics / Intel Evo / 8GB / 512GB / 14inch / WIN11 / OHS]

Operating System : Windows 11 Home - ASUS recommends Windows 11 Pro for business
Office : Office Home and Student 2021 included
LCD cover-material : Aluminum
LCD cover-color : Celestial Blue
Top case-material : Mg-Al

Military grade : US MIL-STD 810H military-grade standard
Touch Panel : Touch screen
Display : 14.0-inch FHD (1920 x 1080) 16:9 aspect ratio LED Backlit IPS-level Panel 400nits 100% sRGB color gamut PANTONEValidated Anti-glare display
Screen-to-body ratio : 93

Intel Athena Program : Intel Evo Platform
Processor : Intel Core i5-1155G7 Processor 2.5 GHz (8M Cache, up to 4.5 GHz, 4 cores)
Intergrated GPU : IntelIrisXGraphics(availableforIntelCorei5/i7/i9withdualchannelmemory)
Total System Memory : 8GB LPDDR4X on board
Storage : 512GB M.2 NVMe PCIe 3.0 SSD
How to upgrade memory : Not Available
Expansion Slot(includes used) : N/A

Optical Drive :
Front-facing camera : HD camera with IR function to support Windows Hello
Wireless :
Keyboard type : Backlit Chiclet Keyboard
NumberPad : N/A
ScreenPad : ScreenPad Plus (12.65"" 1920 x 515 IPS-level Panel Support Stylus)
FingerPrint : N/A

I/O ports :
1x USB 3.2 Gen 1 Type-A
2x Thunderbolt 4 supports display / power delivery
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
Micro SD card reader

Audio :
Built-in speaker
Built-in array microphone
harman/kardon (Premium)
Voice control with Cortana and Alexa voice-recognition support

AC Adapter : TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal
Battery : 70WHrs, 4S1P, 4-cell Li-ion
Replaceable Battery : No
Dimension (WxHxD) : 32.40 x 22.20 x 1.69 ~ 1.73 cm
Weight (with Battery) : 1.57 kg
Weight (without Battery) : 1.50 kg

Included in the Box :
Sleeve
Stand
Stylus

Garansi Resmi ASUS Indonesia dan tambahan 1 Tahun dari Service Center Datascrip"
ASUS ZenBook 14 OLED INTEL EVO UX3402ZA-OLEDS552 - Aqua Celadon,15299000,100+ terjual,https://www.tokopedia.com/asus/asus-zenbook-14-oled-intel-evo-ux3402za-oleds552-aqua-celadon?extParam=src%3Dshop%26whid%3D7377294,"ASUS ZenBook 14 OLED INTEL EVO UX3402ZA-OLEDS552 - Aqua Celadon [IntelCorei5-1240P / Intel Evo / Intel Iris Xe Graphics / 16GB / 512GB / 14inch / Touch / WIN11 / OHS]

FREE Wireless Earphones
*Selama persediaan masih ada

Operating System : Windows 11 Home - ASUS recommends Windows 11 Pro for business
Office : Office Home and Student 2021 included
LCD cover-material : Aluminum
LCD cover-color : Aqua Celadon
Top case-material : Aluminum

Military grade : US MIL-STD 810H military-grade standard
Touch Panel : Touch screen
Display : 14.0-inch 2.8K (2880 x 1800) OLED 16:10 aspect ratio 400nits 100% DCI-P3 color gamut PANTONEValidated Glossy display
Screen-to-body ratio : 90

Intel Athena Program : Intel Evo Platform
Processor : IntelCorei5-1240PProcessor1.7GHz(12MCache,upto4.4GHz,4P+8Ecores)
Intergrated GPU : Intel Iris Xe Graphics
Total System Memory : 16GB LPDDR5 on board
Storage : 512GB M.2 NVMe PCIe 4.0 Performance SSD
How to upgrade memory : N/A
Expansion Slot(includes used) : N/A

Optical Drive : N/A
Front-facing camera : 1080p FHD camera
Wireless : Wi-Fi 6E(802.11ax) (Dual band) 2*2 + Bluetooth 5
Keyboard type : Backlit Chiclet Keyboard
NumberPad : SupportNumberPad(Optional)
ScreenPad : N/A
FingerPrint : FingerPrint

I/O ports :
1xHDMI2.0b
1x 3.5mm Combo Audio Jack
1x USB 3.2 Gen 2 Type-A
2x Thunderbolt 4 supports display / power delivery
Micro SD card reader

Audio :
Smart Amp Technology
Built-in speaker
Built-in microphone
harman/kardon (Premium)
Voice control with Cortana and Alexa voice-recognition support

AC Adapter : TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal
Battery : 75WHrs, 2S2P, 4-cell Li-ion
Replaceable Battery : No
Dimension (WxHxD) : 31.36 x 22.06 x 1.69 ~ 1.69 cm
Weight (with Battery) : 1.39 kg
Weight (without Battery) : 1.10 kg

Included in the Box :
Sleeve
USB-A to RJ45 gigabit ethernet adapter"
ASUS ZenBook 14 OLED INTEL EVO UX3402ZA-OLEDS551 - Ponder Blue,15299000,60+ terjual,https://www.tokopedia.com/asus/asus-zenbook-14-oled-intel-evo-ux3402za-oleds551-ponder-blue?extParam=src%3Dshop%26whid%3D7377294,"ASUS ZenBook 14 OLED INTEL EVO UX3402ZA-OLEDS551 - Ponder Blue [IntelCorei5-1240P / Intel Evo / Intel Iris Xe Graphics / 16GB / 512GB / 14inch / Touch / WIN11 / OHS]

FREE Air Purifier (PUURVSAS)
*Selama persediaan masih ada

Immersive 2.8K OLED 90Hz multi-touch display
75 Wh battery capacity for full-day productivity
Intel Evo platform powered by 12th Gen Intel Core processors

Operating System : Windows 11 Home
Office : Office Home and Student 2021 included
LCD cover-material : Aluminum
LCD cover-color : Ponder Blue
Top case-material : Aluminum

Military grade : US MIL-STD 810H military-grade standard
Touch Panel : Touch screen
Display : 14.0-inch 2.8K (2880 x 1800) OLED 16:10 aspect ratio 400nits 100% DCI-P3 color gamut PANTONEValidated Glossy display
Screen-to-body ratio : 90

Intel Athena Program : Intel Evo Platform
Processor : IntelCorei5-1240PProcessor1.7GHz(12MCache,upto4.4GHz,4P+8Ecores)
Intergrated GPU : Intel Iris Xe Graphics
Total System Memory : 16GB LPDDR5 on board
Storage : 512GB M.2 NVMe PCIe 4.0 Performance SSD
How to upgrade memory : N/A
Expansion Slot(includes used) : N/A

Optical Drive : N/A
Front-facing camera : 1080p FHD camera
Wireless : Wi-Fi 6E(802.11ax) (Dual band) 2*2 + Bluetooth 5
Keyboard type : Backlit Chiclet Keyboard
NumberPad : SupportNumberPad(Optional)
ScreenPad : N/A
FingerPrint : FingerPrint

I/O ports :
1xHDMI2.0b
1x 3.5mm Combo Audio Jack
1x USB 3.2 Gen 2 Type-A
2x Thunderbolt 4 supports display / power delivery
Micro SD card reader

Audio :
Smart Amp Technology
Built-in speaker
Built-in microphone
harman/kardon (Premium)
Voice control with Cortana and Alexa voice-recognition support

AC Adapter : TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal
Battery : 75WHrs, 2S2P, 4-cell Li-ion
Replaceable Battery : No
Dimension (WxHxD) : 31.36 x 22.06 x 1.69 ~ 1.69 cm
Weight (with Battery) : 1.39 kg
Weight (without Battery) : 1.10 kg"
ASUS VivoBook 15 A516JAO-FHD357 - Transparent Silver,6099000,15 terjual,https://www.tokopedia.com/asus/asus-vivobook-15-a516jao-fhd357-transparent-silver?extParam=src%3Dshop%26whid%3D2383689,"ASUS VivoBook 15 A516JAO-FHD357 - Transparent Silver [Intel Core i3-1005G1 / Intel UHD Graphics / 4GB / 512GB / 15.6inch / WIN11 / OHS]

Operating System : Windows 11 Home - ASUS recommends Windows 11 Pro for business
Office : Office Home and Student 2021 included
LCD cover-material : Plastic
LCD cover-color : Transparent Silver
Top case-material : Plastic

Military grade : N/A
Display : 15.6-inch LED Backlit 200nits FHD (1920 x 1080) 16:9 aspect ratio Anti-glare display 45% NTSC color gamut
Touch Panel : N/A
Screen-to-body ratio : 83

Processor : Intel Core i3-1005G1 Processor 1.2 GHz (4M Cache, up to 3.4 GHz, 2 cores)
Intergrated GPU : Intel UHD Graphics
On board memory : 4GB DDR4 on board
Storage : 512GB M.2 NVMe PCIe 3.0 SSD - HDD housing for storage expansion

How to upgrade memory : Upgradable - Need to remove bottom/top case
Expansion Slot(includes used) :
1x DDR4 SO-DIMM slot
1x M.2 2280 PCIe 3.0x2
1x STD 2.5 SATA HDD

Optical Drive : N/A
Front-facing camera : VGA camera
Wireless : Wi-Fi 5(802.11ac) (Dual band) 1*1 + Bluetooth 4.1
Keyboard type : Backlit Chiclet Keyboard with Num-key
NumberPad : N/A
ScreenPad : N/A
FingerPrint : FingerPrint

I/O ports :
1x HDMI 1.4
1x Headphone/Headset
1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 2.0 Type-A

Audio :
SonicMaster
Built-in speaker
Built-in microphone
Voice control with Cortana support

AC Adapter : 4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal
Battery : 37WHrs, 2S1P, 2-cell Li-ion
Replaceable Battery : No
Dimension (WxHxD) : 36.02 x 23.49 x 1.99 ~ 1.99 cm
Weight (with Battery) : 1.80 kg

Included in the Box Backpack
Garansi Resmi ASUS Indonesia dan tambahan 1 Tahun dari Service Center Datascrip"
ASUS VivoBook A416JAO-HD323 - Slate Grey,5499000,6 terjual,https://www.tokopedia.com/asus/asus-vivobook-a416jao-hd323-slate-grey?extParam=src%3Dshop%26whid%3D2383689,"ASUS VivoBook A416JAO-HD323 - Slate Grey [Intel Core i3-1005G1 / Intel UHD Graphics / 4GB / 256GB / 14inch / WIN11 / PHS]

Operating System : Windows 11 Home - ASUS recommends Windows 11 Pro for business
Office : Office Home and Student 2021 included
LCD cover-material : Plastic
LCD cover-color : Slate Grey
Top case-material : Plastic

Military grade : N/A
Touch Panel : N/A
Display : 14.0-inch HD (1366 x 768) 16:9 aspect ratio LED Backlit 200nits Color gamut : 45% NTSC color gamut Anti-glare display
Screen-to-body ratio : 82

Processor : Intel Core i3-1005G1 Processor 1.2 GHz (4M Cache, up to 3.4 GHz, 2 cores)
Intergrated GPU : Intel UHD Graphics
Total System Memory : 4GB DDR4 on board
Storage : 256GB M.2 NVMe PCIe 3.0 SSD - HDD housing for storage expansion
How to upgrade memory : Upgradable - Need to remove bottom/top case

Expansion Slot(includes used) :
1x DDR4 SO-DIMM slot
1x M.2 2280 PCIe 3.0x2
1x STD 2.5 SATA HDD

Optical Drive : N/A
Front-facing camera : VGA camera
Wireless : Wi-Fi 5(802.11ac) (Dual band) 1*1 + Bluetooth 4.1
Keyboard type : Backlit Chiclet Keyboard
NumberPad : N/A
ScreenPad : N/A
FingerPrint : FingerPrint

I/O ports :
1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 2.0 Type-A//1x HDMI 1.4
1x Headphone/Headset
1x DC-in

Audio :
SonicMaster
Built-in speaker
Built-in microphone
Voice control with Cortana support

AC Adapter : 4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal
Battery : 37WHrs, 2S1P, 2-cell Li-ion
Replaceable Battery : No
Dimension (WxHxD) : 32.54 x 21.60 x 1.99 cm
Weight (with Battery) : 1.60 kg
Weight (without Battery) : 1.50 kg

Included in the Box Backpack
Garansi Resmi ASUS Indonesia dan tambahan 1 Tahun dari Service Center Datascrip"
ASUS VivoBook A416KA-FHD522 - Slate Grey,4949000,1 terjual,https://www.tokopedia.com/asus/asus-vivobook-a416ka-fhd522-slate-grey?extParam=src%3Dshop%26whid%3D2383689,"ASUS VivoBook A416KA-FHD522 - Slate Grey [Intel Celeron N5100 / Intel UHD Graphics 600 / 4GB / 256GB / 14inch / WIN11 / OHS]

Operating System : Windows 11 Home - ASUS recommends Windows 11 Pro for business
Office : Office Home and Student 2021 included
LCD cover-material : Plastic
LCD cover-color : Slate Grey
Top case-material : Plastic

Military grade : N/A
Touch Panel : N/A
Display : 14.0-inch FHD (1920 x 1080) 16:9 aspect ratio LED Backlit 220nits Color gamut : 45% NTSC color gamut Anti-glare display
Screen-to-body ratio : 82

Processor : Intel Celeron N5100 Processor 1.1 GHz (4M Cache, up to 2.8 GHz, 4 cores)
Intergrated GPU : Intel UHD Graphics 600
Total System Memory : 4GB DDR4 SO-DIMM
Storage : 256GB M.2 NVMe PCIe 3.0 SSD - HDD housing for storage expansion
How to upgrade memory : N/A
Expansion Slot(includes used) :
1x DDR4 SO-DIMM slot
1x M.2 2280 PCIe 3.0x2
1x STD 2.5 SATA HDD

Optical Drive : N/A
Front-facing camera : 720p HD camera
Wireless : Wi-Fi 5(802.11ac) (Dual band) 1*1 + Bluetooth 4.1
Keyboard type : Backlit Chiclet Keyboard
NumberPad : N/A
ScreenPad : N/A
FingerPrint : FingerPrint

I/O ports :
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in
1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 2.0 Type-A

Audio :
SonicMaster
Built-in speaker
Built-in microphone
Voice control with Cortana support

AC Adapter : 4.0, 33W AC Adapter, Output: 19V DC, 1.75A, 33W, Input: 100-240V AC 50/60Hz universal
Battery : 37WHrs, 2S1P, 2-cell Li-ion
Replaceable Battery : No
Dimension (WxHxD) : 32.54 x 21.60 x 1.99 ~ 1.99 cm
Weight (with Battery) : 1.50 kg
Weight (without Battery) : 1.40 kg

Included in the Box : Backpack
Garansi Resmi ASUS Indonesia dan tambahan 1 Tahun dari Service Center Datascrip"
ASUS Vivobook Pro 14 OLED M3400QA-OLEDS751 - Cosmos Blue,11799000,11 terjual,https://www.tokopedia.com/asus/asus-vivobook-pro-14-oled-m3400qa-oleds751-cosmos-blue?extParam=whid%3D2383689%26src%3Dshop,"ASUS Vivobook Pro 14 OLED M3400QA-OLEDS751 - Cosmos Blue [AMD Ryzen 7 5800H / AMD Radeon Graphics / 16GB / 512GB / 14inch / WIN11 / OHS]

Operating System : Windows 11 Home - ASUS recommends Windows 11 Pro for business
Office : Office Home and Student 2021 included
LCD cover-material : Aluminum
LCD cover-color : Cosmos Blue
Top case-material : Plastic

Military grade : N/A
Touch Panel : N/A
Display : 14.0-inch 2.8K (2880 x 1800) OLED 16:10 aspect ratio 600nits HDR peak brightness 100% DCI-P3 color gamut PANTONE Validated
Screen-to-body ratio : 85

Processor : AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)
Intergrated GPU : AMD Radeon Graphics
On board memory : 16GB DDR4 on board
Storage : 512GB M.2 NVMe PCIe 3.0 SSD
How to upgrade memory : N/A
Expansion Slot(includes used) : N/A

Optical Drive : N/A
Front-facing camera : 720p HD camera With privacy shutter
Wireless : Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5
Keyboard type : Backlit Chiclet Keyboard
NumberPad :
ScreenPad : N/A
FingerPrint : FingerPrint

I/O ports :
1x USB 3.2 Gen 2 Type-A
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
Micro SD card reader

Audio :
Smart Amp Technology
Built-in array microphone
harman/kardon (Mainstream)
Voice control with Cortana support

AC Adapter : 4.5, 90W AC Adapter, Output: 19V DC, 4.74A, 90W, Input: 100~240V AC 50/60Hz universal
Battery : 50WHrs, 3S1P, 3-cell Li-ion
Replaceable Battery : No
Dimension (WxHxD) : 31.58 x 22.63 x 1.89 ~ 1.92 cm
Weight (with Battery) : 1.40 kg
Weight (without Battery) : 1.20 kg

Included in the Box Backpack
Garansi Resmi ASUS Indonesia dan tambahan 1 Tahun dari Service Center Datascrip"
ASUS Vivobook Pro 14 OLED M3400QA-OLEDS752 - Solar Silver,11799000,7 terjual,https://www.tokopedia.com/asus/asus-vivobook-pro-14-oled-m3400qa-oleds752-solar-silver?extParam=src%3Dshop%26whid%3D2383689,"ASUS Vivobook Pro 14 OLED M3400QA-OLEDS752 - Solar Silver [AMD Ryzen 7 5800H / AMD Radeon Graphics / 16GB / 512GB / 14inch / WIN11 / OHS]

Operating System : Windows 11 Home - ASUS recommends Windows 11 Pro for business
Office : Office Home and Student 2021 included
LCD cover-material : Aluminum
LCD cover-color : Solar Silver
Top case-material : Plastic

Military grade : N/A
Touch Panel : N/A
Display : 14.0-inch 2.8K (2880 x 1800) OLED 16:10 aspect ratio 600nits HDR peak brightness 100% DCI-P3 color gamut PANTONEValidated
Screen-to-body ratio : 85

Processor : AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)
Intergrated GPU : AMD Radeon Graphics
On board memory : 16GB DDR4 on board
Storage : 512GB M.2 NVMe PCIe 3.0 SSD
How to upgrade memory : N/A
Expansion Slot(includes used) : N/A

Optical Drive : N/A
Front-facing camera : 720p HD camera Withprivacyshutter
Wireless : Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5
Keyboard type : Backlit Chiclet Keyboard
NumberPad :
ScreenPad : N/A
FingerPrint : FingerPrint

I/O ports :
1x USB 3.2 Gen 2 Type-A
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
Micro SD card reader

Audio :
Smart Amp Technology
Built-in array microphone
harman/kardon (Mainstream)
Voice control with Cortana support

AC Adapter : 4.5, 90W AC Adapter, Output: 19V DC, 4.74A, 90W, Input: 100~240V AC 50/60Hz universal
Battery : 50WHrs, 3S1P, 3-cell Li-ion
Replaceable Battery : No
Dimension (WxHxD) : 31.58 x 22.63 x 1.89 ~ 1.92 cm
Weight (with Battery) : 1.40 kg
Weight (without Battery) : 1.20 kg

Included in the Box Backpack
Garansi Resmi ASUS Indonesia dan tambahan 1 Tahun dari Service Center Datascrip"
ASUS Vivobook Pro 14 OLED M3400QA-OLEDS552 - Solar Silver,9399000,3 terjual,https://www.tokopedia.com/asus/asus-vivobook-pro-14-oled-m3400qa-oleds552-solar-silver?extParam=src%3Dshop%26whid%3D2383689,"ASUS Vivobook Pro 14 OLED M3400QA-OLEDS552 - Solar Silver [AMD Ryzen 5 5600H / AMD Radeon Graphics / 8GB / 512GB / 14inch / WIN11 / OHS]

Powerful performance with AMD Ryzen 5000 H-Series Mobile Processors with Radeon Graphics
16:10 2.8K OLED 90Hz Display
1,4kg Ultra Lightweight Laptop

Operating System : Windows 11 Home - ASUS recommends Windows 11 Pro for business
Office : Office Home and Student 2021 included
LCD cover-material : Aluminum
LCD cover-colo : Solar Silver
Top case-material : Plastic

Military grade : N/A
Touch Panel : N/A
Display : 14.0-inch 2.8K (2880 x 1800) OLED 16:10 aspect ratio 600nits HDR peak brightness 100% DCI-P3 color gamut PANTONEValidated
Screen-to-body ratio : 85

Processor : AMD Ryzen 5 5600H Mobile Processor (6-core/12-thread, 19MB cache, up to 4.2 GHz max boost)
Intergrated GPU : AMD Radeon Graphics
On board memory : 8GB DDR4 on board
Storage : 512GB M.2 NVMe PCIe 3.0 SSD

How to upgrade memory : N/A
Expansion Slot(includes used) : N/A

Optical Drive : N/A
Front-facing camera : 720p HD camera Withprivacyshutter
Wireless : Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5
Keyboard type : Backlit Chiclet Keyboard
NumberPad : N/A
ScreenPad : N/A
FingerPrint FingerPrint

I/O ports :
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x USB 3.2 Gen 2 Type-A
2x USB 2.0 Type-A
Micro SD card reader

Audio :
Smart Amp Technology
Built-in array microphone
harman/kardon (Mainstream)
Voice control with Cortana support

AC Adapter : 4.5, 90W AC Adapter, Output: 19V DC, 4.74A, 90W, Input: 100~240V AC 50/60Hz universal
Battery : 50WHrs, 3S1P, 3-cell Li-ion
Replaceable Battery : No
Dimension (WxHxD) : 31.58 x 22.63 x 1.89 ~ 1.92 cm
Weight (with Battery) : 1.40 kg
Weight (without Battery) : 1.20 kg

Included in the Box : Backpack
Garansi Resmi ASUS Indonesia dan tambahan 1 Tahun dari Service Center Datascrip"
